time,pid,x,y,z,intoxicated
1493735872028,BK7610,0.0185,0.02895,-0.02795,0
1493735872053,BK7610,0.024,0.0166,-0.0441,0
1493735872078,BK7610,0.024975,0.00835,-0.0339,0
1493735872103,BK7610,0.02595,9.99999999999994e-05,-0.0237,0
1493735872128,BK7610,0.026925,-0.00815,-0.0134999999999999,0
1493735872153,BK7610,0.0279,-0.0164,-0.0033,0
1493735872178,BK7610,0.02618,-0.01512,-0.00326,0
1493735872203,BK7610,0.02446,-0.01384,-0.0032199999999999,0
1493735872228,BK7610,0.02274,-0.01256,-0.00318,0
1493735872253,BK7610,0.02102,-0.01128,-0.00314,0
1493735872278,BK7610,0.0193,-0.01,-0.0031,0
1493735872303,BK7610,0.01758,-0.0087199999999999,-0.00306,0
1493735872328,BK7610,0.01586,-0.0074399999999999,-0.0030199999999999,0
1493735872353,BK7610,0.01414,-0.0061599999999999,-0.00298,0
1493735872378,BK7610,0.01242,-0.0048799999999999,-0.00294,0
1493735872403,BK7610,0.0107,-0.0036,-0.0029,0
1493735872428,BK7610,0.01415,0.00945,-0.01245,0
1493735872453,BK7610,0.0176,0.0225,-0.022,0
1493735872478,BK7610,0.01215,0.021975,-0.0147,0
1493735872503,BK7610,0.0067,0.02145,-0.0074,0
1493735872528,BK7610,0.00125,0.020925,-0.0001,0
1493735872553,BK7610,-0.0042,0.0204,0.0072,0
1493735872578,BK7610,-0.004325,0.017625,0.0052625,0
1493735872603,BK7610,-0.00445,0.01485,0.003325,0
1493735872628,BK7610,-0.004575,0.012075,0.0013874999999999,0
1493735872653,BK7610,-0.0046999999999999,0.0093,-0.00055,0
1493735872678,BK7610,-0.0048249999999999,0.006525,-0.0024875,0
1493735872703,BK7610,-0.0049499999999999,0.00375,-0.004425,0
1493735872728,BK7610,-0.005075,0.000975,-0.0063625,0
1493735872753,BK7610,-0.0052,-0.0018,-0.0083,0
1493735872778,BK7610,-0.00544375,0.0001875,-0.0051562499999999,0
1493735872803,BK7610,-0.0056875,0.002175,-0.0020124999999999,0
1493735872828,BK7610,-0.00593125,0.0041625,0.00113125,0
1493735872853,BK7610,-0.006175,0.00615,0.004275,0
1493735872878,BK7610,-0.00641875,0.0081375,0.00741875,0
1493735872903,BK7610,-0.0066625,0.010125,0.0105625,0
1493735872928,BK7610,-0.00690625,0.0121125,0.01370625,0
1493735872953,BK7610,-0.00715,0.0141,0.01685,0
1493735872978,BK7610,-0.00739375,0.0160875,0.01999375,0
1493735873003,BK7610,-0.0076375,0.018075,0.0231375,0
1493735873028,BK7610,-0.00788125,0.0200625,0.02628125,0
1493735873053,BK7610,-0.008125,0.02205,0.029425,0
1493735873078,BK7610,-0.00836875,0.0240375,0.03256875,0
1493735873103,BK7610,-0.0086125,0.026025,0.0357125,0
1493735873128,BK7610,-0.00885625,0.0280125,0.03885625,0
1493735873153,BK7610,-0.0091,0.03,0.042,0
1493735873178,BK7610,-0.0108,0.0255374999999999,0.043425,0
1493735873203,BK7610,-0.0125,0.021075,0.04485,0
1493735873228,BK7610,-0.0142,0.0166125,0.046275,0
1493735873253,BK7610,-0.0159,0.01215,0.0477,0
1493735873278,BK7610,-0.0176,0.0076875,0.049125,0
1493735873303,BK7610,-0.0193,0.003225,0.05055,0
1493735873328,BK7610,-0.021,-0.0012374999999999,0.051975,0
1493735873353,BK7610,-0.0227,-0.0057,0.0534,0
1493735873378,BK7610,-0.0226799824407374,-0.0056954345917471,0.0533604916593503,0
1493735873403,BK7610,-0.0226599648814749,-0.0056908691834942,0.0533209833187006,0
1493735873428,BK7610,-0.0226399473222124,-0.0056863037752414,0.0532814749780509,0
1493735873453,BK7610,-0.0226199297629499,-0.0056817383669885,0.0532419666374012,0
1493735873478,BK7610,-0.0225999122036874,-0.0056771729587357,0.0532024582967515,0
1493735873503,BK7610,-0.0225798946444249,-0.0056726075504828,0.0531629499561018,0
1493735873528,BK7610,-0.0225598770851624,-0.00566804214223,0.0531234416154521,0
1493735873553,BK7610,-0.0225398595258999,-0.0056634767339771,0.0530839332748024,0
1493735873578,BK7610,-0.0225198419666374,-0.0056589113257243,0.0530444249341527,0
1493735873603,BK7610,-0.0224998244073748,-0.0056543459174714,0.053004916593503,0
1493735873628,BK7610,-0.0224798068481123,-0.0056497805092186,0.0529654082528533,0
1493735873653,BK7610,-0.0224597892888498,-0.0056452151009657,0.0529258999122036,0
1493735873678,BK7610,-0.0224397717295873,-0.0056406496927129,0.0528863915715539,0
1493735873703,BK7610,-0.0224197541703248,-0.00563608428446,0.0528468832309043,0
1493735873728,BK7610,-0.0223997366110623,-0.0056315188762071,0.0528073748902546,0
1493735873753,BK7610,-0.0223797190517998,-0.0056269534679543,0.0527678665496049,0
1493735873778,BK7610,-0.0223597014925373,-0.0056223880597014,0.0527283582089552,0
1493735873803,BK7610,-0.0223396839332748,-0.0056178226514486,0.0526888498683055,0
1493735873828,BK7610,-0.0223196663740122,-0.0056132572431957,0.0526493415276558,0
1493735873853,BK7610,-0.0222996488147497,-0.0056086918349429,0.0526098331870061,0
1493735873878,BK7610,-0.0222796312554872,-0.00560412642669,0.0525703248463564,0
1493735873903,BK7610,-0.0222596136962247,-0.0055995610184372,0.0525308165057067,0
1493735873928,BK7610,-0.0222395961369622,-0.0055949956101843,0.052491308165057,0
1493735873953,BK7610,-0.0222195785776997,-0.0055904302019315,0.0524517998244073,0
1493735873978,BK7610,-0.0221995610184372,-0.0055858647936786,0.0524122914837576,0
1493735874003,BK7610,-0.0221795434591747,-0.0055812993854258,0.0523727831431079,0
1493735874028,BK7610,-0.0221595258999122,-0.0055767339771729,0.0523332748024583,0
1493735874053,BK7610,-0.0221395083406496,-0.0055721685689201,0.0522937664618086,0
1493735874078,BK7610,-0.0221194907813871,-0.0055676031606672,0.0522542581211589,0
1493735874103,BK7610,-0.0220994732221246,-0.0055630377524143,0.0522147497805092,0
1493735874128,BK7610,-0.0220794556628621,-0.0055584723441615,0.0521752414398595,0
1493735874153,BK7610,-0.0220594381035996,-0.0055539069359086,0.0521357330992098,0
1493735874178,BK7610,-0.0220394205443371,-0.0055493415276558,0.0520962247585601,0
1493735874203,BK7610,-0.0220194029850746,-0.0055447761194029,0.0520567164179104,0
1493735874228,BK7610,-0.0219993854258121,-0.0055402107111501,0.0520172080772607,0
1493735874253,BK7610,-0.0219793678665496,-0.0055356453028972,0.051977699736611,0
1493735874278,BK7610,-0.021959350307287,-0.0055310798946444,0.0519381913959613,0
1493735874303,BK7610,-0.0219393327480245,-0.0055265144863915,0.0518986830553116,0
1493735874328,BK7610,-0.021919315188762,-0.0055219490781387,0.0518591747146619,0
1493735874353,BK7610,-0.0218992976294995,-0.0055173836698858,0.0518196663740122,0
1493735874378,BK7610,-0.021879280070237,-0.005512818261633,0.0517801580333626,0
1493735874403,BK7610,-0.0218592625109745,-0.0055082528533801,0.0517406496927129,0
1493735874428,BK7610,-0.021839244951712,-0.0055036874451273,0.0517011413520632,0
1493735874453,BK7610,-0.0218192273924495,-0.0054991220368744,0.0516616330114135,0
1493735874478,BK7610,-0.021799209833187,-0.0054945566286215,0.0516221246707638,0
1493735874503,BK7610,-0.0217791922739244,-0.0054899912203687,0.0515826163301141,0
1493735874528,BK7610,-0.0217591747146619,-0.0054854258121158,0.0515431079894644,0
1493735874553,BK7610,-0.0217391571553994,-0.005480860403863,0.0515035996488147,0
1493735874578,BK7610,-0.0217191395961369,-0.0054762949956101,0.051464091308165,0
1493735874603,BK7610,-0.0216991220368744,-0.0054717295873573,0.0514245829675153,0
1493735874628,BK7610,-0.0216791044776119,-0.0054671641791044,0.0513850746268656,0
1493735874653,BK7610,-0.0216590869183494,-0.0054625987708516,0.0513455662862159,0
1493735874678,BK7610,-0.0216390693590869,-0.0054580333625987,0.0513060579455662,0
1493735874703,BK7610,-0.0216190517998244,-0.0054534679543459,0.0512665496049166,0
1493735874728,BK7610,-0.0215990342405618,-0.005448902546093,0.0512270412642669,0
1493735874753,BK7610,-0.0215790166812993,-0.0054443371378402,0.0511875329236172,0
1493735874778,BK7610,-0.0215589991220368,-0.0054397717295873,0.0511480245829675,0
1493735874803,BK7610,-0.0215389815627743,-0.0054352063213345,0.0511085162423178,0
1493735874828,BK7610,-0.0215189640035118,-0.0054306409130816,0.0510690079016681,0
1493735874853,BK7610,-0.0214989464442493,-0.0054260755048287,0.0510294995610184,0
1493735874878,BK7610,-0.0214789288849868,-0.0054215100965759,0.0509899912203687,0
1493735874903,BK7610,-0.0214589113257243,-0.005416944688323,0.050950482879719,0
1493735874928,BK7610,-0.0214388937664618,-0.0054123792800702,0.0509109745390693,0
1493735874953,BK7610,-0.0214188762071993,-0.0054078138718173,0.0508714661984196,0
1493735874978,BK7610,-0.0213988586479367,-0.0054032484635645,0.0508319578577699,0
1493735875003,BK7610,-0.0213788410886742,-0.0053986830553116,0.0507924495171202,0
1493735875028,BK7610,-0.0213588235294117,-0.0053941176470588,0.0507529411764705,0
1493735875053,BK7610,-0.0213388059701492,-0.0053895522388059,0.0507134328358209,0
1493735875078,BK7610,-0.0213187884108867,-0.0053849868305531,0.0506739244951712,0
1493735875103,BK7610,-0.0212987708516242,-0.0053804214223002,0.0506344161545215,0
1493735875128,BK7610,-0.0212787532923617,-0.0053758560140474,0.0505949078138718,0
1493735875153,BK7610,-0.0212587357330992,-0.0053712906057945,0.0505553994732221,0
1493735875178,BK7610,-0.0212387181738367,-0.0053667251975417,0.0505158911325724,0
1493735875203,BK7610,-0.0212187006145741,-0.0053621597892888,0.0504763827919227,0
1493735875228,BK7610,-0.0211986830553116,-0.0053575943810359,0.050436874451273,0
1493735875253,BK7610,-0.0211786654960491,-0.0053530289727831,0.0503973661106233,0
1493735875278,BK7610,-0.0211586479367866,-0.0053484635645302,0.0503578577699736,0
1493735875303,BK7610,-0.0211386303775241,-0.0053438981562774,0.0503183494293239,0
1493735875328,BK7610,-0.0211186128182616,-0.0053393327480245,0.0502788410886742,0
1493735875353,BK7610,-0.0210985952589991,-0.0053347673397717,0.0502393327480245,0
1493735875378,BK7610,-0.0210785776997366,-0.0053302019315188,0.0501998244073748,0
1493735875403,BK7610,-0.0210585601404741,-0.005325636523266,0.0501603160667252,0
1493735875428,BK7610,-0.0210385425812115,-0.0053210711150131,0.0501208077260755,0
1493735875453,BK7610,-0.021018525021949,-0.0053165057067603,0.0500812993854258,0
1493735875478,BK7610,-0.0209985074626865,-0.0053119402985074,0.0500417910447761,0
1493735875503,BK7610,-0.020978489903424,-0.0053073748902546,0.0500022827041264,0
1493735875528,BK7610,-0.0209584723441615,-0.0053028094820017,0.0499627743634767,0
1493735875553,BK7610,-0.020938454784899,-0.0052982440737489,0.049923266022827,0
1493735875578,BK7610,-0.0209184372256365,-0.005293678665496,0.0498837576821773,0
1493735875603,BK7610,-0.020898419666374,-0.0052891132572431,0.0498442493415276,0
1493735875628,BK7610,-0.0208784021071115,-0.0052845478489903,0.0498047410008779,0
1493735875653,BK7610,-0.0208583845478489,-0.0052799824407374,0.0497652326602282,0
1493735875678,BK7610,-0.0208383669885864,-0.0052754170324846,0.0497257243195785,0
1493735875703,BK7610,-0.0208183494293239,-0.0052708516242317,0.0496862159789288,0
1493735875728,BK7610,-0.0207983318700614,-0.0052662862159789,0.0496467076382791,0
1493735875753,BK7610,-0.0207783143107989,-0.005261720807726,0.0496071992976295,0
1493735875778,BK7610,-0.0207582967515364,-0.0052571553994732,0.0495676909569798,0
1493735875803,BK7610,-0.0207382791922739,-0.0052525899912203,0.0495281826163301,0
1493735875828,BK7610,-0.0207182616330114,-0.0052480245829675,0.0494886742756804,0
1493735875853,BK7610,-0.0206982440737489,-0.0052434591747146,0.0494491659350307,0
1493735875878,BK7610,-0.0206782265144863,-0.0052388937664618,0.049409657594381,0
1493735875903,BK7610,-0.0206582089552238,-0.0052343283582089,0.0493701492537313,0
1493735875928,BK7610,-0.0206381913959613,-0.0052297629499561,0.0493306409130816,0
1493735875953,BK7610,-0.0206181738366988,-0.0052251975417032,0.0492911325724319,0
1493735875978,BK7610,-0.0205981562774363,-0.0052206321334503,0.0492516242317822,0
1493735876003,BK7610,-0.0205781387181738,-0.0052160667251975,0.0492121158911325,0
1493735876028,BK7610,-0.0205581211589113,-0.0052115013169446,0.0491726075504828,0
1493735876053,BK7610,-0.0205381035996488,-0.0052069359086918,0.0491330992098331,0
1493735876078,BK7610,-0.0205180860403863,-0.0052023705004389,0.0490935908691834,0
1493735876103,BK7610,-0.0204980684811237,-0.0051978050921861,0.0490540825285338,0
1493735876128,BK7610,-0.0204780509218612,-0.0051932396839332,0.0490145741878841,0
1493735876153,BK7610,-0.0204580333625987,-0.0051886742756804,0.0489750658472344,0
1493735876178,BK7610,-0.0204380158033362,-0.0051841088674275,0.0489355575065847,0
1493735876203,BK7610,-0.0204179982440737,-0.0051795434591747,0.048896049165935,0
1493735876228,BK7610,-0.0203979806848112,-0.0051749780509218,0.0488565408252853,0
1493735876253,BK7610,-0.0203779631255487,-0.005170412642669,0.0488170324846356,0
1493735876278,BK7610,-0.0203579455662862,-0.0051658472344161,0.0487775241439859,0
1493735876303,BK7610,-0.0203379280070237,-0.0051612818261633,0.0487380158033362,0
1493735876328,BK7610,-0.0203179104477611,-0.0051567164179104,0.0486985074626865,0
1493735876353,BK7610,-0.0202978928884986,-0.0051521510096575,0.0486589991220368,0
1493735876378,BK7610,-0.0202778753292361,-0.0051475856014047,0.0486194907813871,0
1493735876403,BK7610,-0.0202578577699736,-0.0051430201931518,0.0485799824407374,0
1493735876428,BK7610,-0.0202378402107111,-0.005138454784899,0.0485404741000878,0
1493735876453,BK7610,-0.0202178226514486,-0.0051338893766461,0.0485009657594381,0
1493735876478,BK7610,-0.0201978050921861,-0.0051293239683933,0.0484614574187884,0
1493735876503,BK7610,-0.0201777875329236,-0.0051247585601404,0.0484219490781387,0
1493735876528,BK7610,-0.0201577699736611,-0.0051201931518876,0.048382440737489,0
1493735876553,BK7610,-0.0201377524143985,-0.0051156277436347,0.0483429323968393,0
1493735876578,BK7610,-0.020117734855136,-0.0051110623353819,0.0483034240561896,0
1493735876603,BK7610,-0.0200977172958735,-0.005106496927129,0.0482639157155399,0
1493735876628,BK7610,-0.020077699736611,-0.0051019315188762,0.0482244073748902,0
1493735876653,BK7610,-0.0200576821773485,-0.0050973661106233,0.0481848990342405,0
1493735876678,BK7610,-0.020037664618086,-0.0050928007023705,0.0481453906935908,0
1493735876703,BK7610,-0.0200176470588235,-0.0050882352941176,0.0481058823529411,0
1493735876728,BK7610,-0.019997629499561,-0.0050836698858647,0.0480663740122914,0
1493735876753,BK7610,-0.0199776119402985,-0.0050791044776119,0.0480268656716417,0
1493735876778,BK7610,-0.0199575943810359,-0.005074539069359,0.0479873573309921,0
1493735876803,BK7610,-0.0199375768217734,-0.0050699736611062,0.0479478489903424,0
1493735876828,BK7610,-0.0199175592625109,-0.0050654082528533,0.0479083406496927,0
1493735876853,BK7610,-0.0198975417032484,-0.0050608428446005,0.047868832309043,0
1493735876878,BK7610,-0.0198775241439859,-0.0050562774363476,0.0478293239683933,0
1493735876903,BK7610,-0.0198575065847234,-0.0050517120280948,0.0477898156277436,0
1493735876928,BK7610,-0.0198374890254609,-0.0050471466198419,0.0477503072870939,0
1493735876953,BK7610,-0.0198174714661984,-0.0050425812115891,0.0477107989464442,0
1493735876978,BK7610,-0.0197974539069359,-0.0050380158033362,0.0476712906057945,0
1493735877003,BK7610,-0.0197774363476734,-0.0050334503950834,0.0476317822651448,0
1493735877028,BK7610,-0.0197574187884108,-0.0050288849868305,0.0475922739244951,0
1493735877053,BK7610,-0.0197374012291483,-0.0050243195785777,0.0475527655838454,0
1493735877078,BK7610,-0.0197173836698858,-0.0050197541703248,0.0475132572431957,0
1493735877103,BK7610,-0.0196973661106233,-0.0050151887620719,0.047473748902546,0
1493735877128,BK7610,-0.0196773485513608,-0.0050106233538191,0.0474342405618964,0
1493735877153,BK7610,-0.0196573309920983,-0.0050060579455662,0.0473947322212467,0
1493735877178,BK7610,-0.0196373134328358,-0.0050014925373134,0.047355223880597,0
1493735877203,BK7610,-0.0196172958735733,-0.0049969271290605,0.0473157155399473,0
1493735877228,BK7610,-0.0195972783143108,-0.0049923617208077,0.0472762071992976,0
1493735877253,BK7610,-0.0195772607550482,-0.0049877963125548,0.0472366988586479,0
1493735877278,BK7610,-0.0195572431957857,-0.004983230904302,0.0471971905179982,0
1493735877303,BK7610,-0.0195372256365232,-0.0049786654960491,0.0471576821773485,0
1493735877328,BK7610,-0.0195172080772607,-0.0049741000877963,0.0471181738366988,0
1493735877353,BK7610,-0.0194971905179982,-0.0049695346795434,0.0470786654960491,0
1493735877378,BK7610,-0.0194771729587357,-0.0049649692712906,0.0470391571553994,0
1493735877403,BK7610,-0.0194571553994732,-0.0049604038630377,0.0469996488147497,0
1493735877428,BK7610,-0.0194371378402107,-0.0049558384547849,0.0469601404741,0
1493735877453,BK7610,-0.0194171202809482,-0.004951273046532,0.0469206321334503,0
1493735877478,BK7610,-0.0193971027216856,-0.0049467076382791,0.0468811237928007,0
1493735877503,BK7610,-0.0193770851624231,-0.0049421422300263,0.046841615452151,0
1493735877528,BK7610,-0.0193570676031606,-0.0049375768217734,0.0468021071115013,0
1493735877553,BK7610,-0.0193370500438981,-0.0049330114135206,0.0467625987708516,0
1493735877578,BK7610,-0.0193170324846356,-0.0049284460052677,0.0467230904302019,0
1493735877603,BK7610,-0.0192970149253731,-0.0049238805970149,0.0466835820895522,0
1493735877628,BK7610,-0.0192769973661106,-0.004919315188762,0.0466440737489025,0
1493735877653,BK7610,-0.0192569798068481,-0.0049147497805092,0.0466045654082528,0
1493735877678,BK7610,-0.0192369622475856,-0.0049101843722563,0.0465650570676031,0
1493735877703,BK7610,-0.019216944688323,-0.0049056189640035,0.0465255487269534,0
1493735877728,BK7610,-0.0191969271290605,-0.0049010535557506,0.0464860403863037,0
1493735877753,BK7610,-0.019176909569798,-0.0048964881474978,0.046446532045654,0
1493735877778,BK7610,-0.0191568920105355,-0.0048919227392449,0.0464070237050043,0
1493735877803,BK7610,-0.019136874451273,-0.004887357330992,0.0463675153643547,0
1493735877828,BK7610,-0.0191168568920105,-0.0048827919227392,0.046328007023705,0
1493735877853,BK7610,-0.019096839332748,-0.0048782265144863,0.0462884986830553,0
1493735877878,BK7610,-0.0190768217734855,-0.0048736611062335,0.0462489903424056,0
1493735877903,BK7610,-0.019056804214223,-0.0048690956979806,0.0462094820017559,0
1493735877928,BK7610,-0.0190367866549604,-0.0048645302897278,0.0461699736611062,0
1493735877953,BK7610,-0.0190167690956979,-0.0048599648814749,0.0461304653204565,0
1493735877978,BK7610,-0.0189967515364354,-0.0048553994732221,0.0460909569798068,0
1493735878003,BK7610,-0.0189767339771729,-0.0048508340649692,0.0460514486391571,0
1493735878028,BK7610,-0.0189567164179104,-0.0048462686567164,0.0460119402985074,0
1493735878053,BK7610,-0.0189366988586479,-0.0048417032484635,0.0459724319578577,0
1493735878078,BK7610,-0.0189166812993854,-0.0048371378402107,0.045932923617208,0
1493735878103,BK7610,-0.0188966637401229,-0.0048325724319578,0.0458934152765583,0
1493735878128,BK7610,-0.0188766461808604,-0.004828007023705,0.0458539069359086,0
1493735878153,BK7610,-0.0188566286215978,-0.0048234416154521,0.045814398595259,0
1493735878178,BK7610,-0.0188366110623353,-0.0048188762071992,0.0457748902546093,0
1493735878203,BK7610,-0.0188165935030728,-0.0048143107989464,0.0457353819139596,0
1493735878228,BK7610,-0.0187965759438103,-0.0048097453906935,0.0456958735733099,0
1493735878253,BK7610,-0.0187765583845478,-0.0048051799824407,0.0456563652326602,0
1493735878278,BK7610,-0.0187565408252853,-0.0048006145741878,0.0456168568920105,0
1493735878303,BK7610,-0.0187365232660228,-0.004796049165935,0.0455773485513608,0
1493735878328,BK7610,-0.0187165057067603,-0.0047914837576821,0.0455378402107111,0
1493735878353,BK7610,-0.0186964881474978,-0.0047869183494293,0.0454983318700614,0
1493735878378,BK7610,-0.0186764705882352,-0.0047823529411764,0.0454588235294117,0
1493735878403,BK7610,-0.0186564530289727,-0.0047777875329236,0.045419315188762,0
1493735878428,BK7610,-0.0186364354697102,-0.0047732221246707,0.0453798068481123,0
1493735878453,BK7610,-0.0186164179104477,-0.0047686567164179,0.0453402985074626,0
1493735878478,BK7610,-0.0185964003511852,-0.004764091308165,0.0453007901668129,0
1493735878503,BK7610,-0.0185763827919227,-0.0047595258999122,0.0452612818261633,0
1493735878528,BK7610,-0.0185563652326602,-0.0047549604916593,0.0452217734855136,0
1493735878553,BK7610,-0.0185363476733977,-0.0047503950834064,0.0451822651448639,0
1493735878578,BK7610,-0.0185163301141352,-0.0047458296751536,0.0451427568042142,0
1493735878603,BK7610,-0.0184963125548726,-0.0047412642669007,0.0451032484635645,0
1493735878628,BK7610,-0.0184762949956101,-0.0047366988586479,0.0450637401229148,0
1493735878653,BK7610,-0.0184562774363476,-0.004732133450395,0.0450242317822651,0
1493735878678,BK7610,-0.0184362598770851,-0.0047275680421422,0.0449847234416154,0
1493735878703,BK7610,-0.0184162423178226,-0.0047230026338893,0.0449452151009657,0
1493735878728,BK7610,-0.0183962247585601,-0.0047184372256365,0.044905706760316,0
1493735878753,BK7610,-0.0183762071992976,-0.0047138718173836,0.0448661984196663,0
1493735878778,BK7610,-0.0183561896400351,-0.0047093064091308,0.0448266900790166,0
1493735878803,BK7610,-0.0183361720807726,-0.0047047410008779,0.0447871817383669,0
1493735878828,BK7610,-0.0183161545215101,-0.0047001755926251,0.0447476733977173,0
1493735878853,BK7610,-0.0182961369622475,-0.0046956101843722,0.0447081650570676,0
1493735878878,BK7610,-0.018276119402985,-0.0046910447761194,0.0446686567164179,0
1493735878903,BK7610,-0.0182561018437225,-0.0046864793678665,0.0446291483757682,0
1493735878928,BK7610,-0.01823608428446,-0.0046819139596136,0.0445896400351185,0
1493735878953,BK7610,-0.0182160667251975,-0.0046773485513608,0.0445501316944688,0
1493735878978,BK7610,-0.018196049165935,-0.0046727831431079,0.0445106233538191,0
1493735879003,BK7610,-0.0181760316066725,-0.0046682177348551,0.0444711150131694,0
1493735879028,BK7610,-0.01815601404741,-0.0046636523266022,0.0444316066725197,0
1493735879053,BK7610,-0.0181359964881475,-0.0046590869183494,0.04439209833187,0
1493735879078,BK7610,-0.0181159789288849,-0.0046545215100965,0.0443525899912203,0
1493735879103,BK7610,-0.0180959613696224,-0.0046499561018437,0.0443130816505706,0
1493735879128,BK7610,-0.0180759438103599,-0.0046453906935908,0.0442735733099209,0
1493735879153,BK7610,-0.0180559262510974,-0.004640825285338,0.0442340649692712,0
1493735879178,BK7610,-0.0180359086918349,-0.0046362598770851,0.0441945566286215,0
1493735879203,BK7610,-0.0180158911325724,-0.0046316944688323,0.0441550482879719,0
1493735879228,BK7610,-0.0179958735733099,-0.0046271290605794,0.0441155399473222,0
1493735879253,BK7610,-0.0179758560140474,-0.0046225636523266,0.0440760316066725,0
1493735879278,BK7610,-0.0179558384547849,-0.0046179982440737,0.0440365232660228,0
1493735879303,BK7610,-0.0179358208955223,-0.0046134328358208,0.0439970149253731,0
1493735879328,BK7610,-0.0179158033362598,-0.004608867427568,0.0439575065847234,0
1493735879353,BK7610,-0.0178957857769973,-0.0046043020193151,0.0439179982440737,0
1493735879378,BK7610,-0.0178757682177348,-0.0045997366110623,0.043878489903424,0
1493735879403,BK7610,-0.0178557506584723,-0.0045951712028094,0.0438389815627743,0
1493735879428,BK7610,-0.0178357330992098,-0.0045906057945566,0.0437994732221246,0
1493735879453,BK7610,-0.0178157155399473,-0.0045860403863037,0.0437599648814749,0
1493735879478,BK7610,-0.0177956979806848,-0.0045814749780509,0.0437204565408252,0
1493735879503,BK7610,-0.0177756804214223,-0.004576909569798,0.0436809482001755,0
1493735879528,BK7610,-0.0177556628621597,-0.0045723441615452,0.0436414398595259,0
1493735879553,BK7610,-0.0177356453028972,-0.0045677787532923,0.0436019315188762,0
1493735879578,BK7610,-0.0177156277436347,-0.0045632133450395,0.0435624231782265,0
1493735879603,BK7610,-0.0176956101843722,-0.0045586479367866,0.0435229148375768,0
1493735879628,BK7610,-0.0176755926251097,-0.0045540825285338,0.0434834064969271,0
1493735879653,BK7610,-0.0176555750658472,-0.0045495171202809,0.0434438981562774,0
1493735879678,BK7610,-0.0176355575065847,-0.004544951712028,0.0434043898156277,0
1493735879703,BK7610,-0.0176155399473222,-0.0045403863037752,0.043364881474978,0
1493735879728,BK7610,-0.0175955223880597,-0.0045358208955223,0.0433253731343283,0
1493735879753,BK7610,-0.0175755048287971,-0.0045312554872695,0.0432858647936786,0
1493735879778,BK7610,-0.0175554872695346,-0.0045266900790166,0.0432463564530289,0
1493735879803,BK7610,-0.0175354697102721,-0.0045221246707638,0.0432068481123792,0
1493735879828,BK7610,-0.0175154521510096,-0.0045175592625109,0.0431673397717295,0
1493735879853,BK7610,-0.0174954345917471,-0.0045129938542581,0.0431278314310799,0
1493735879878,BK7610,-0.0174754170324846,-0.0045084284460052,0.0430883230904302,0
1493735879903,BK7610,-0.0174553994732221,-0.0045038630377524,0.0430488147497805,0
1493735879928,BK7610,-0.0174353819139596,-0.0044992976294995,0.0430093064091308,0
